Index Keywords,Cited by,EID
Amplify-and-forward; bidirectional cooperative networks; Cellular network; Closed form; High signal-to-noise ratio; High SNR; Lower bounds; Mobile station; Multi-user; Multiuser scheduling; Outage analysis; Outage behavior; Outage performance; Outage probability; Rayleigh; Relay channels; Relay links; Rician fading; Simulation result; Two-way relaying; Asymptotic analysis; Cellular neural networks; Fading (radio); Scheduling; Signal to noise ratio; Fading channels,35,2-s2.0-79954631659
Battery-less; Design Principles; Energy processing; Induction motor control; New design; Performance enhancements; photovoltaic; Photovoltaic panels; pumping; Pumping systems; Push-pull converters; sensorless; Sensorless induction motor drives; Electric drives; Photovoltaic effects; Pumps; Induction motors,35,2-s2.0-79952646817
"chemical parameters; computer graphics; correlation coefficient; correlation inflation; data analysis; drug likeness; drug targeting; lipophilicity; priority journal; review; statistical analysis; statistical parameters; Computer Graphics; Databases, Pharmaceutical; Drug Design; Drug Discovery; Molecular Structure; Solubility",34,2-s2.0-84872038006
Block models; Capacity constraints; Decomposition methods; Feasible solution; Integer programming formulations; Integer programming models; Knapsack problems; Linear programming relaxation; Local search; LP relaxation; Multiple capacity; Number of blocks; Open pit mines; Optimality; Planning applications; Production Scheduling; Rounding algorithm; Time-periods; Topological sorting; Algorithms; Computer programming; Heuristic methods; Integer programming; Open pit mining; Optimization; Production engineering; Three dimensional,34,2-s2.0-84864689440
Ac-ac conversion; Control goals; Discrete systems; Load currents; Matrix converter; New strategy; Optimal controls; Optimization algorithms; Output current; Predictive control; Sampling time; Sinusoidal source currents; Sinusoidal waveforms; Source currents; Theoretical development; Optimization; Power converters,34,2-s2.0-80455156344
Closed-form formulae; Computational finance; Evolving Fuzzy Systems; Evolving models; FORECAST model; Fuzzy models; Interest rates; Option price; Option pricing; Participatory learning; Price movement; System adaptation; System Dynamics; Costs; Derivatives; Fuzzy systems; Neural networks; Statistical tests; Economics,34,2-s2.0-84857869648
Guaranteed service; Network infrastructure; Network resource; Network virtualization; Service deployment; Shared network; Validation results; Computer applications; Electrical engineering; Architectural design,34,2-s2.0-83255166580
article; biochemistry; controlled study; dynamics; economic aspect; environmental impact; foraging; geographic distribution; highway; humidity; information processing; mathematical computing; mathematical model; Mexico; microbial colonization; Myxogastria; nonhuman; Physarum polycephalum; Plasmodium; temperature; urban area; Physarum; Physarum polycephalum,34,2-s2.0-80054985829
Delphi method; Formal model; Human resources; Psychological tests; Software project; Decision making; Decision support systems; Knowledge management; Management science; Security of data; Testing; Software design,34,2-s2.0-79251612969
antiinfective agent; carboxymethylcellulose; copper nanoparticle; ferrous gluconate; free radical; gum arabic; metal nanoparticle; nanocomposite; polymer; reactive oxygen metabolite; silver nanoparticle; starch; antiinfective agent; metal nanoparticle; polymer; antimicrobial activity; DNA damage; Escherichia coli; genotoxicity; hydrogel; nonhuman; particle size; Review; Staphylococcus aureus; X ray diffraction; chemistry; microbial sensitivity test; Anti-Infective Agents; Metal Nanoparticles; Microbial Sensitivity Tests; Nanocomposites; Polymers,33,2-s2.0-84921462924
Backstepping control designs; Backstepping procedure; Differentiators; Feedback linearization technique; High order sliding mode; Sliding modes; Technical notes; Unmatched disturbances; Sliding mode control; Backstepping,33,2-s2.0-84880886506
Design Principles; High starting torque; Hybrid applications; Parallel hybrids; Permanent magnet synchronous machines; PM Synchronous Machines; Traction applications; Wide field; AC motors; Electric machinery; Electric network topology; Internal combustion engines; Power converters; Synchronous machinery; Permanent magnets,33,2-s2.0-84879100812
Computational time; Data contents; Database integration; Deduplication; Evolutionary computing; Government organizations; High quality; ITS data; Quality information; State-of-the-art methods; Digital libraries; Genetic programming,33,2-s2.0-84856428590
"ATM protein; epigallocatechin gallate; immunoglobulin enhancer binding protein; magnolol; mitogen activated protein kinase 1; mitogen activated protein kinase 3; mitogen activated protein kinase p38; oligodeoxynucleotide; parthenolide; phosphatidylinositol 3 kinase; phosphatidylinositol 3,4,5 trisphosphate; proanthocyanidin; stress activated protein kinase; transcription factor AP 1; transcription factor NFAT; transcription factor Nrf2; protein kinase; transcription factor; antineoplastic activity; antioxidant activity; article; cancer prevention; cell death; cell proliferation; cell survival; DNA microarray; enzyme activation; gene expression regulation; human; keratinocyte; lung metastasis; melanocyte; nonhuman; photoaging; radiation carcinogenesis; radiation exposure; radiation response; signal transduction; skin cancer; skin defect; skin inflammation; skin protection; transcription initiation; transcription regulation; ultraviolet A radiation; ultraviolet B radiation; ultraviolet C radiation; ultraviolet radiation; apoptosis; carcinogenesis; genomics; metabolism; signal transduction; skin; Apoptosis; Carcinogenesis; Genomics; Humans; Protein Kinases; Signal Transduction; Skin; Transcription Factors; Ultraviolet Rays",33,2-s2.0-84856247542
Batch processing machine; Computational experiment; Greedy randomized adaptive search procedure; Largest processing time; Lower bounds; Makespan; Parallel batch processing; Processing Time; Random instance; Simulated annealing algorithms; Solution quality; Batch data processing; Mathematical models; Scheduling; Scheduling algorithms; Simulated annealing,33,2-s2.0-81855218582
Classification of remote sensing image; Classification system; Content based image retrieval; Descriptors; Feed back information; Image regions; Interactive techniques; Region descriptors; Regions of interest; Relevance feedback; Relevance feedback method; Remote sensing image classification; Texture properties; Content based retrieval; Feedback; Image analysis; Image classification; Image reconstruction; Remote sensing; Genetic programming,33,2-s2.0-79953897708
Control problems; Double integrator; finite-set model predictive control (FS-MPC); Induction machines; Permanent Magnet Synchronous Motor; Algorithms; Cascade control systems; Model predictive control; Permanent magnets; Predictive control systems; Speed control; Synchronous motors; Drives,32,2-s2.0-84887074760
Control reconfiguration; Control strategies; Current sources; Grid voltage; Grid-connected; Grid-connected modes; Grid-connected PV; In-phase; island mode; microinverter; Operation mode; Photovoltaic; Reconfigurable control; Voltage source; Electronics engineering; Industrial electronics; Algorithms,32,2-s2.0-84870441743
Continuous system; Design procedure; Discrete state; Disturbance decoupling; High-order; Numerical example; Observer output; Sliding mode observers; Sliding-mode observer; State observation; State space; State vector; Switched linear system; Switched system; Switched systems; Unknown inputs; Fault detection; Linear systems; Numerical analysis; Sliding mode control; Switching systems; Observability,32,2-s2.0-79954424995
classification algorithm; data analysis; editorial; image analysis; independent component analysis; intelligent data analysis; learning algorithm; mathematical computing; pattern recognition; priority journal; process development; process optimization; trend study,31,2-s2.0-84887610306
Dangerous drivings; Design and implementations; Disruptive technology; Driver safety; Dual-camera sensing; Embedded sensors; Precision and recall; Smartphone sensing; Cameras; Data handling; Facings; Learning algorithms; Roads and streets; Smartphones; Telephone sets; Video streaming; Automobile safety devices,31,2-s2.0-84881119883
Automation; Knowledge representation; Semantics; Generic term; Natural languages; Ontology development; Ontology engineering; Ontology-based; Robotic devices; Semantic interoperability; Working groups; Robotics,31,2-s2.0-84885326585
Active power Filter; Classic design; Control schemes; Control strategies; Controllers design; Current rating; Design steps; DSP-based; Dynamical behaviors; Frequency domains; Fundamental frequencies; Linear controls; Local control strategies; Low Power; Modular topologies; Multicell; Power cells; Single-phase power; Transient conditions; Unified power quality conditioners; Active filters; Controllers; Design; Linear control systems; Root loci; Topology; Discrete time control systems,31,2-s2.0-84860458842
Engineering applications; Fault modes; Health management; Objectoriented modeling; Operating principles; Parameters extraction; Safety critical applications; Semantic network; Sensor correction; Sensor failure; Sensor fault; Sensor fault detection; System fault detection; System faults; Weak links; Electromechanical devices; Error detection; Expert systems; Fault detection; Fault tolerant computer systems; Neural networks; Semantics; Sensors,31,2-s2.0-84861186092
Advanced land observing satellites; ALOS PALSAR; Amazon; Classification accuracy; Classification algorithm; Classification results; Classification-tree analysis; Comparative analysis; Correlation coefficient; Data sets; Fuzzy ARTMAP; Gray level co-occurrence matrix; K-nearest neighbors; Land-cover classification; Maximum likelihood classifiers; Multi-temporal; Object based; Phased array type l-band synthetic aperture radars; Radar data; Radarsat; Radarsat-2; Radiometric images; Standard deviation; Textural images; Texture image; Algorithms; Data processing; Forestry; Image texture; Landforms; Maximum likelihood estimation; Support vector machines; Textures; Tropics; Classification (of information); accuracy assessment; algorithm; ALOS; array; artificial neural network; comparative study; forest cover; land classification; land cover; RADARSAT; satellite data; succession; synthetic aperture radar; tropical forest; Algorithms; Classification; Data Processing; Forestry; Information Retrieval; Texture; Tropics; Amazonia,31,2-s2.0-84859932886
