EID,Cited by,Index Keywords,DOI,Link,,,,"SUBJAREA ( econ )  AND  ( PUBYEAR  <  2016  AND  PUBYEAR  >  2010 )  AND  ( LIMIT-TO ( SRCTYPE ,  ""j"" ) )"
2-s2.0-79751503881,74,,10.1080/09692290903173087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79751503881&partnerID=40&md5=2c3a2d04d72d09f3f075b5804d55f405,,,,
2-s2.0-78650975095,74,,10.1016/j.socec.2010.10.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650975095&partnerID=40&md5=b759bb6382f9f9bc76ab740f1199d593,,,,
2-s2.0-77957814954,74,aid flow; competitiveness; Dutch disease; export; international aid; manufacturing; methodology; real exchange rate,10.1016/j.jdeveco.2009.12.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957814954&partnerID=40&md5=79fe647cb2511a5750091885e81ad305,,,,
2-s2.0-84884752674,73,,10.1257/jel.51.3.860,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884752674&partnerID=40&md5=27776f802b4d73c6b8cbc8c307f4811f,,,,
2-s2.0-84875585588,73,,10.1016/j.jmoneco.2012.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875585588&partnerID=40&md5=00b8d2b928dcf9ebe74efa951523e2d6,,,,
2-s2.0-84866846686,73,,10.1016/j.jbankfin.2011.10.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866846686&partnerID=40&md5=d9cd6e0143e3362dc7e42958850ad8e2,,,,
2-s2.0-84866766163,73,,10.3982/ECTA9623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866766163&partnerID=40&md5=215c6008eda6f159f3231a2b05a68a74,,,,
2-s2.0-84860816900,73,,10.1057/jibs.2012.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860816900&partnerID=40&md5=01630012598381a9db16f1285d1b2cfd,,,,
2-s2.0-84863393449,73,commodity price; data set; demand elasticity; econometrics; exchange rate; export; heterogeneity,10.1093/qje/qjr057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863393449&partnerID=40&md5=a97c60ce3e6df8de40a872e71f2365a0,,,,
2-s2.0-84856185034,73,,10.1111/j.1542-4774.2011.01049.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856185034&partnerID=40&md5=c23e7226ae0af8bbd27cc621aa741c4b,,,,
2-s2.0-84857411089,73,academic performance; experimental study; incentive; language; performance assessment; student; urban area; Dallas; New York [United States]; Texas; United States,10.1093/qje/qjr045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857411089&partnerID=40&md5=dfba205b4f76573d30138af9bf504d8c,,,,
2-s2.0-79961127592,73,agrarian change; agricultural technology; consumption behavior; credit provision; panel data; poverty; precipitation (climatology); technology adoption; welfare economics; Ethiopia,10.1016/j.jdeveco.2010.08.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961127592&partnerID=40&md5=10093e537a767ea9a48d1611cfbbc650,,,,
2-s2.0-80051634809,73,advertising; numerical model; price dynamics; welfare economics,10.1093/qje/qjr028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051634809&partnerID=40&md5=d603f0bcbe87f67a0852a014ca18ce24,,,,
2-s2.0-79955072667,73,,10.1007/s00148-009-0296-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955072667&partnerID=40&md5=4148cf8323e950ac5f5b0735063a9a35,,,,
2-s2.0-79959903711,73,,10.1257/aer.101.4.1312,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959903711&partnerID=40&md5=47183838cdd49b547245df29c5d9f88f,,,,
2-s2.0-79959909215,73,,10.1257/aer.101.4.1274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959909215&partnerID=40&md5=2cbf83b76963151337fc2b42fc6a8f18,,,,
2-s2.0-79951553961,73,Discrete choice models; Endogeneity; Government assistance programs; Green supply chain management; ISO 14001; Positive spillover; Voluntary action; Decision theory; Environmental impact; Environmental management; Environmental management systems; Management; Supply chains; Supply chain management; certification; discrete choice analysis; environmental economics; environmental management; international organization; probability; voluntary approach,10.1016/j.jeem.2010.11.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951553961&partnerID=40&md5=6690ed05564c5719b58d0f5dc346e197,,,,
2-s2.0-79955445669,73,export; income; manufacturing; numerical method; price dynamics; trade flow,10.1093/qje/qjq003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955445669&partnerID=40&md5=f4dee6f0908bc1eb54b2b6be6c2d55fe,,,,
2-s2.0-84889646792,72,Barrier analysis; Environmental issues; Green SCM implementation; Green supply chain management; Indian industries; Industrial sector; Manufacturing industries; Procurement effectiveness; Analytic hierarchy process; Supply chain management; Surveys; Industry,10.1016/j.ijpe.2013.08.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889646792&partnerID=40&md5=a1c3347ab490989cc25589f5cde170c4,,,,
2-s2.0-84875328104,72,,10.1177/0894486512466258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875328104&partnerID=40&md5=c840be2142a8b3e051d796a3251b1582,,,,
2-s2.0-84866297478,72,Auto-regressive; Causal relationships; Causality test; Cointegration; Economic growths; G7; Non-renewable energy; Non-renewable energy sources; Production function; Energy utilization; Growth (materials); Renewable energy resources; Economics; consumption behavior; economic growth; energy use; G-7 country; production system; renewable resource,10.1016/j.eneco.2012.08.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866297478&partnerID=40&md5=ce50575eb07f2b4e9bd783cb91f20a3d,,,,
2-s2.0-84861483417,72,,10.1016/j.mar.2012.04.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861483417&partnerID=40&md5=7069699f640bd578a4fa73d8bc5e30d1,,,,
2-s2.0-84861707692,72,,10.1287/mksc.1120.0713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861707692&partnerID=40&md5=0aacf6b8fefbe223127b1106cb46db4b,,,,
2-s2.0-84859918749,72,,10.1111/j.1745-493X.2012.03265.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859918749&partnerID=40&md5=77262c783dce494a69f9287b5737c4ea,,,,
2-s2.0-79958124094,72,airline industry; empirical analysis; knowledge; social network,10.1093/jeg/lbr010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958124094&partnerID=40&md5=8f0376cb0f44c8980ca298d4081359fe,,,,
2-s2.0-84856064950,72,Economic activities; Emerging markets; Exchange rates; Oil prices; Oil production; Stock market; Stock price; Stylized facts; SVAR; US dollar; Vector autoregressions; Commerce; Economics; Regression analysis; Costs; crude oil; economic activity; energy market; exchange rate; numerical model; oil production; stock market; vector autoregression,10.1016/j.eneco.2011.10.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856064950&partnerID=40&md5=651c93170748baef153604d5bf403be0,,,,
2-s2.0-84855976079,72,,10.3982/QE99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855976079&partnerID=40&md5=f8b4cdb2b22a2bc22d820c8553ab2ee5,,,,
2-s2.0-80053311554,72,business development; coevolution; economic growth; empirical analysis; environmental economics; institutional reform; long-term change; sustainable development; welfare economics,10.1016/j.ecolecon.2011.07.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053311554&partnerID=40&md5=f5c56da147810d0128eb45fee6b29487,,,,
2-s2.0-84860390262,72,,10.1016/j.jfineco.2011.05.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860390262&partnerID=40&md5=6c4dbe31d88f4862d6b945253421ac58,,,,
2-s2.0-79957957434,72,,10.1016/j.jfineco.2011.03.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957957434&partnerID=40&md5=ec8f72d29d76a56aa5bd00a69810b255,,,,
2-s2.0-79960617752,72,competition (economics); health services; hospital sector; mortality; welfare reform,10.1111/j.1468-0297.2011.02449.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960617752&partnerID=40&md5=cf4b552c8e26bf2196e182c8c863e7c9,,,,
2-s2.0-80051834179,72,economic theory; military government; modeling; panel data; service provision; testing method; violence; Iraq,10.1086/661983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051834179&partnerID=40&md5=01d04cf4738e3c417cee3932bd707bb0,,,,
2-s2.0-79959582342,72,,10.1007/s10888-011-9181-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959582342&partnerID=40&md5=b80a38bc983290bf4772933b8492b15c,,,,
2-s2.0-79952455509,72,,10.1016/j.jfineco.2010.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952455509&partnerID=40&md5=970c40049fa40724803606ab59bf8ae2,,,,
2-s2.0-79955006070,72,,10.1257/aer.101.2.900,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955006070&partnerID=40&md5=dd57ab20f5cd8534c360767193aa415c,,,,
2-s2.0-79751538341,72,,10.1016/j.jfineco.2010.10.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79751538341&partnerID=40&md5=9dbf2f105d76a7dcbf3ab9a13a85bae8,,,,
2-s2.0-78651415603,72,econometrics; efficiency measurement; empirical analysis; hypothesis testing; numerical model; parameterization; prediction; stock market,10.1111/j.1467-6419.2009.00611.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651415603&partnerID=40&md5=0991d4472afa24433a27e2fa60f2c060,,,,
2-s2.0-84885356099,71,,10.1257/aer.103.6.2052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885356099&partnerID=40&md5=8a13a89d79db81c0f2cc7094a9d8f1fb,,,,
2-s2.0-84859803781,71,,10.1257/jep.26.1.67,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859803781&partnerID=40&md5=ebb1f933e26078269a723dba40fa39fe,,,,
2-s2.0-84868029636,71,,10.1509/jmr.09.0401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868029636&partnerID=40&md5=861b72195888a5aa0f5e1a56ee4c6a74,,,,
2-s2.0-84864813972,71,Economic benefits; Economic gains; Economic growths; Empirical studies; Gas drillings; Gas productions; Gas reservoir; Household income; Natural-gas production; Resource extraction; Shale gas; Wyoming; Employment; Natural gas; Natural gas well production; Oil well drilling; Profitability; Rural areas; Shale; Wages; Economic analysis; economic growth; economic impact; employment; gas production; natural gas; rural area; shale; Arkansas; Colorado; Fayetteville; Texas; United States; Wyoming,10.1016/j.eneco.2011.11.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864813972&partnerID=40&md5=000bf44a3524eb33c536025b805d109a,,,,
2-s2.0-84863488386,71,,10.1016/j.intfin.2012.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863488386&partnerID=40&md5=a4cd22ea94ad5d5b658116f748afbbef,,,,
2-s2.0-84863012515,71,,10.1111/j.1538-4616.2011.00477.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863012515&partnerID=40&md5=547e16947f266373fd3fef4949c87e93,,,,
2-s2.0-84858614472,71,By-product synergies; Circular economy; Complexity; Industrial ecology; Industrial ecosystems; Self-organizing systems; Adaptive systems; Industry; economic theory; energy resource; industrial ecology; industrial practice; institutional framework; material flow analysis; numerical model; resource management,10.1111/j.1530-9290.2011.00450.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858614472&partnerID=40&md5=8547f20f86c624af0828d2d1c3d4a45f,,,,
2-s2.0-84855645611,71,,10.1057/jibs.2011.43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855645611&partnerID=40&md5=457b563560e9d8ae8ee6901d28b41c83,,,,
2-s2.0-80055031645,71,Closed-loop supply chain; Optimal controls; Production planning; Reverse logistics; Stochastic dynamic programming; Control; Dynamic programming; Industrial research; Linear matrix inequalities; Logistics; Numerical analysis; Numerical methods; Planning; Production control; Project management; Sensitivity analysis; Stochastic systems; Structural optimization; Supply chain management; Supply chains; Manufacture,10.1016/j.ijpe.2010.10.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055031645&partnerID=40&md5=077ee9cb21b85b41322de6e526c9c46d,,,,
2-s2.0-79960220364,71,,10.1257/aer.101.7.3400,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960220364&partnerID=40&md5=3d2145a3372ff4f4e447d529ddc5a211,,,,
2-s2.0-80053986232,71,,10.1257/app.3.4.56,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053986232&partnerID=40&md5=446e5565c78b1a8954e72f6a0e16a624,,,,
2-s2.0-80052016147,71,catastrophic event; climate change; economic analysis; uncertainty analysis,10.1093/reep/rer006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052016147&partnerID=40&md5=a524ee5c0b343c1362bdca4089b0abf6,,,,
2-s2.0-80051926348,71,Economic implications; Energy labels; Energy performance; Environmentalism; European Union; Geographic variation; Global carbon emission; Housing market; Housing markets; Market adoption; National elections; Negative sentiments; Rate-of-energy; Commerce; Housing; Labels; Energy efficiency; capitalism; carbon emission; cluster analysis; economic analysis; emission control; energy efficiency; environmental economics; European Union; geographical variation; housing market,10.1016/j.jeem.2010.11.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051926348&partnerID=40&md5=37a020034544f6324ef153e9b06e4f25,,,,
2-s2.0-79955522542,71,Elasticity number; Impulsive complex dynamical networks; Impulsive intervals; Stochastic perturbations; Time-varying delay; Computer simulation; Elasticity; Stochastic systems; Synchronization; Time varying control systems; Time varying networks,10.1016/j.nonrwa.2011.01.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955522542&partnerID=40&md5=4ba377d85c4ad3daba183e5905bdc2e8,,,,
2-s2.0-79959250743,71,,10.1057/jibs.2011.18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959250743&partnerID=40&md5=87394453f4a946d6966c5dfaa2dfd7e7,,,,
2-s2.0-79957515397,71,,10.1162/REST_a_00086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957515397&partnerID=40&md5=7d552a2c0565a470658cb6f2bb4a0f3c,,,,
2-s2.0-79953026541,71,,10.1016/j.jacceco.2011.01.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953026541&partnerID=40&md5=4292f9d66f8dc9d0f6e37d9815c72826,,,,
2-s2.0-78650981836,71,,10.1111/j.1540-6261.2010.01628.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650981836&partnerID=40&md5=1234cb4ba6c449a57c8eec8fd4965ba8,,,,
2-s2.0-80054831464,71,,10.1108/10662241111176353,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054831464&partnerID=40&md5=79f35bae128100807ce3a116e8409261,,,,
2-s2.0-78651448399,71,,10.3982/ECTA4657,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651448399&partnerID=40&md5=35781c44a8a1fca6544fa77dde27bbf7,,,,
2-s2.0-78650992784,71,,10.1007/s11747-010-0199-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650992784&partnerID=40&md5=a1377f8e9d332475e5cb4f1766e204dc,,,,
2-s2.0-84896941901,70,,10.1257/jel.52.1.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896941901&partnerID=40&md5=57aeee39bfa62a94e276bab3d6310013,,,,
2-s2.0-84886303256,70,,10.1016/j.finmar.2013.05.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886303256&partnerID=40&md5=c2fb651265c48b30d1b47255614ca777,,,,
2-s2.0-84878172005,70,implementation process; interdisciplinary approach; knowledge; management practice; research work; sustainability,10.1016/j.ecolecon.2013.04.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878172005&partnerID=40&md5=5488a14bafc90c798517209001cf3f41,,,,
2-s2.0-84866174727,70,,10.1111/j.1540-6261.2012.01773.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866174727&partnerID=40&md5=6b7682c20a56c058a865f28bc54870b1,,,,
2-s2.0-84873199294,70,,10.1146/annurev-economics-080511-110928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873199294&partnerID=40&md5=e4bc253eedef43da7166a4706b8a9fd4,,,,
2-s2.0-84862777964,70,,10.1016/j.jfineco.2011.12.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862777964&partnerID=40&md5=d344776ed0f8107eb2118a34de263526,,,,
2-s2.0-84860210823,70,,10.1016/j.jpolmod.2011.10.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860210823&partnerID=40&md5=08c356aa2a2e4ca9cba6c5108faf1e83,,,,
2-s2.0-84860583986,70,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860583986&partnerID=40&md5=3e7a5fbe04e5c508a142ccd71a709991,,,,
2-s2.0-83455177898,70,,10.1016/j.econlet.2011.11.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455177898&partnerID=40&md5=afcd81e1498872e9224d6d1f7fa2b6be,,,,
2-s2.0-82755189848,70,,10.1016/j.jwb.2010.10.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755189848&partnerID=40&md5=4730324cf1ca8399d20b465be819e141,,,,
2-s2.0-84855970335,70,,10.1111/j.1467-985X.2011.00714.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855970335&partnerID=40&md5=5a6de5c004577dcebcc6ecf17b0d69c2,,,,
2-s2.0-80051848804,70,,10.1177/0149206310390218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051848804&partnerID=40&md5=512b6d3bb94c46de8600f1d841218e0d,,,,
2-s2.0-79957447003,70,,10.1093/rfs/hhr015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957447003&partnerID=40&md5=a3666aac5917a704796b789accd0126e,,,,
2-s2.0-79955087099,70,drilling; economic impact; extraction; gas field; gas industry; input-output analysis; natural gas; shale; tax incentive,10.1016/j.ecolecon.2011.02.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955087099&partnerID=40&md5=5e16ba6e7bcb7980dad26687ef10c6ff,,,,
2-s2.0-79952740420,70,,10.1016/j.jbankfin.2010.10.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952740420&partnerID=40&md5=0f16280757df3f2ecc04f7565e47b19d,,,,
2-s2.0-84890172534,69,,10.1016/j.jacceco.2013.10.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890172534&partnerID=40&md5=e83163e4bed222854c30dead3061b14b,,,,
2-s2.0-84887196803,69,Business modeling; Business models; Cause-and-effect relationships; Firm Performance; Research questions; Technological innovation; Technology managements; User engagement; Customer satisfaction; Technology; business; industrial performance; innovation; modeling; technological development,10.1016/j.lrp.2013.08.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887196803&partnerID=40&md5=3c5f7054a2f0ca3b069850c28e32b1f9,,,,
